n,k,alpha,metric,rule,win_share
20,2,0.1,coord_avg,Quadratic distance,0.7058
20,2,0.1,coord_avg,Manhattan distance,0.0222
20,2,0.1,coord_max,Discrete metric,0.272
20,2,0.1,coord_max,Quadratic distance,0.7058
20,2,0.1,coord_max,Manhattan distance,0.0222
20,2,0.1,mean_linear,Discrete metric,0.272
20,2,0.1,mean_linear,Quadratic distance,0.7058
20,2,0.1,mean_linear,Manhattan distance,0.0222
20,2,0.1,mean_skewed,Discrete metric,0.272
20,2,0.1,mean_skewed,Quadratic distance,0.7058
20,2,0.1,mean_skewed,Manhattan distance,0.0222
20,2,0.3,coord_avg,Discrete metric,0.5852
20,2,0.3,coord_avg,Quadratic distance,0.3796
20,2,0.3,coord_avg,Manhattan distance,0.0352
20,2,0.3,coord_max,Discrete metric,0.5852
20,2,0.3,coord_max,Quadratic distance,0.3796
20,2,0.3,coord_max,Manhattan distance,0.0352
20,2,0.3,mean_linear,Discrete metric,0.5852
20,2,0.3,mean_linear,Quadratic distance,0.3796
20,2,0.3,mean_linear,Manhattan distance,0.0352
20,2,0.3,mean_skewed,Discrete metric,0.5852
20,2,0.3,mean_skewed,Quadratic distance,0.3796
20,2,0.3,mean_skewed,Manhattan distance,0.0352
20,2,1.0,coord_avg,Discrete metric,0.9354
20,2,1.0,coord_avg,Quadratic distance,0.0476
20,2,1.0,coord_avg,Manhattan distance,0.017
20,2,1.0,coord_max,Discrete metric,0.9354
20,2,1.0,coord_max,Quadratic distance,0.0476
20,2,1.0,coord_max,Manhattan distance,0.017
20,2,1.0,mean_linear,Discrete metric,0.9354
20,2,1.0,mean_linear,Quadratic distance,0.0476
20,2,1.0,mean_linear,Manhattan distance,0.017
20,2,1.0,mean_skewed,Discrete metric,0.9354
20,2,1.0,mean_skewed,Quadratic distance,0.0476
20,2,1.0,mean_skewed,Manhattan distance,0.017
20,2,3.0,coord_avg,Discrete metric,0.9996
20,2,3.0,coord_avg,Quadratic distance,0.0002
20,2,3.0,coord_avg,Manhattan distance,0.0002
20,2,3.0,coord_max,Discrete metric,0.9996
20,2,3.0,coord_max,Quadratic distance,0.0002
20,2,3.0,coord_max,Manhattan distance,0.0002
20,2,3.0,mean_linear,Discrete metric,0.9996
20,2,3.0,mean_linear,Quadratic distance,0.0002
20,2,3.0,mean_linear,Manhattan distance,0.0002
20,2,3.0,mean_skewed,Discrete metric,0.9996
20,2,3.0,mean_skewed,Quadratic distance,0.0002
20,2,3.0,mean_skewed,Manhattan distance,0.0002
20,2,10.0,coord_avg,Discrete metric,1.0
20,2,10.0,coord_avg,Quadratic distance,0.0
20,2,10.0,coord_avg,Manhattan distance,0.0
20,2,10.0,coord_max,Discrete metric,1.0
20,2,10.0,coord_max,Quadratic distance,0.0
20,2,10.0,coord_max,Manhattan distance,0.0
20,2,10.0,mean_linear,Discrete metric,1.0
20,2,10.0,mean_linear,Quadratic distance,0.0
20,2,10.0,mean_linear,Manhattan distance,0.0
20,2,10.0,mean_skewed,Discrete metric,1.0
20,2,10.0,mean_skewed,Quadratic distance,0.0
20,2,10.0,mean_skewed,Manhattan distance,0.0
20,3,0.1,coord_avg,Discrete metric,0.071
20,3,0.1,coord_avg,Quadratic distance,0.8844
20,3,0.1,coord_avg,Manhattan distance,0.0446
20,3,0.1,coord_max,Discrete metric,0.0034
20,3,0.1,coord_max,Quadratic distance,0.949
20,3,0.1,coord_max,Manhattan distance,0.0476
20,3,0.1,mean_linear,Discrete metric,0.033
20,3,0.1,mean_linear,Quadratic distance,0.804
20,3,0.1,mean_linear,Manhattan distance,0.163
20,3,0.1,mean_skewed,Discrete metric,0.1334
20,3,0.1,mean_skewed,Quadratic distance,0.8352
20,3,0.1,mean_skewed,Manhattan distance,0.0314
20,3,0.3,coord_avg,Discrete metric,0.3178
20,3,0.3,coord_avg,Quadratic distance,0.6192
20,3,0.3,coord_avg,Manhattan distance,0.063
20,3,0.3,coord_max,Discrete metric,0.012
20,3,0.3,coord_max,Quadratic distance,0.9166
20,3,0.3,coord_max,Manhattan distance,0.0714
20,3,0.3,mean_linear,Discrete metric,0.0954
20,3,0.3,mean_linear,Quadratic distance,0.6526
20,3,0.3,mean_linear,Manhattan distance,0.252
20,3,0.3,mean_skewed,Discrete metric,0.3076
20,3,0.3,mean_skewed,Quadratic distance,0.643
20,3,0.3,mean_skewed,Manhattan distance,0.0494
20,3,1.0,coord_avg,Discrete metric,0.8138
20,3,1.0,coord_avg,Quadratic distance,0.1414
20,3,1.0,coord_avg,Manhattan distance,0.0448
20,3,1.0,coord_max,Discrete metric,0.0578
20,3,1.0,coord_max,Quadratic distance,0.8616
20,3,1.0,coord_max,Manhattan distance,0.0806
20,3,1.0,mean_linear,Discrete metric,0.2484
20,3,1.0,mean_linear,Quadratic distance,0.5642
20,3,1.0,mean_linear,Manhattan distance,0.1874
20,3,1.0,mean_skewed,Discrete metric,0.5702
20,3,1.0,mean_skewed,Quadratic distance,0.384
20,3,1.0,mean_skewed,Manhattan distance,0.0458
20,3,3.0,coord_avg,Discrete metric,0.993
20,3,3.0,coord_avg,Quadratic distance,0.0044
20,3,3.0,coord_avg,Manhattan distance,0.0026
20,3,3.0,coord_max,Discrete metric,0.1958
20,3,3.0,coord_max,Quadratic distance,0.7046
20,3,3.0,coord_max,Manhattan distance,0.0996
20,3,3.0,mean_linear,Discrete metric,0.3958
20,3,3.0,mean_linear,Quadratic distance,0.4734
20,3,3.0,mean_linear,Manhattan distance,0.1308
20,3,3.0,mean_skewed,Discrete metric,0.722
20,3,3.0,mean_skewed,Quadratic distance,0.2426
20,3,3.0,mean_skewed,Manhattan distance,0.0354
20,3,10.0,coord_avg,Discrete metric,1.0
20,3,10.0,coord_avg,Quadratic distance,0.0
20,3,10.0,coord_avg,Manhattan distance,0.0
20,3,10.0,coord_max,Discrete metric,0.532
20,3,10.0,coord_max,Quadratic distance,0.2828
20,3,10.0,coord_max,Manhattan distance,0.1852
20,3,10.0,mean_linear,Discrete metric,0.6568
20,3,10.0,mean_linear,Quadratic distance,0.2366
20,3,10.0,mean_linear,Manhattan distance,0.1066
20,3,10.0,mean_skewed,Discrete metric,0.8424
20,3,10.0,mean_skewed,Quadratic distance,0.097
20,3,10.0,mean_skewed,Manhattan distance,0.0606
20,5,0.1,coord_avg,Discrete metric,0.002
20,5,0.1,coord_avg,Quadratic distance,0.9032
20,5,0.1,coord_avg,Manhattan distance,0.0948
20,5,0.1,coord_max,Discrete metric,0.0
20,5,0.1,coord_max,Quadratic distance,0.969
20,5,0.1,coord_max,Manhattan distance,0.031
20,5,0.1,mean_linear,Discrete metric,0.0084
20,5,0.1,mean_linear,Quadratic distance,0.916
20,5,0.1,mean_linear,Manhattan distance,0.0756
20,5,0.1,mean_skewed,Discrete metric,0.124
20,5,0.1,mean_skewed,Quadratic distance,0.834
20,5,0.1,mean_skewed,Manhattan distance,0.042
20,5,0.3,coord_avg,Discrete metric,0.0588
20,5,0.3,coord_avg,Quadratic distance,0.7208
20,5,0.3,coord_avg,Manhattan distance,0.2204
20,5,0.3,coord_max,Discrete metric,0.0006
20,5,0.3,coord_max,Quadratic distance,0.989
20,5,0.3,coord_max,Manhattan distance,0.0104
20,5,0.3,mean_linear,Discrete metric,0.094
20,5,0.3,mean_linear,Quadratic distance,0.7486
20,5,0.3,mean_linear,Manhattan distance,0.1574
20,5,0.3,mean_skewed,Discrete metric,0.33
20,5,0.3,mean_skewed,Quadratic distance,0.5684
20,5,0.3,mean_skewed,Manhattan distance,0.1016
20,5,1.0,coord_avg,Discrete metric,0.5078
20,5,1.0,coord_avg,Quadratic distance,0.3334
20,5,1.0,coord_avg,Manhattan distance,0.1588
20,5,1.0,coord_max,Discrete metric,0.0142
20,5,1.0,coord_max,Quadratic distance,0.9858
20,5,1.0,coord_max,Manhattan distance,0.0
20,5,1.0,mean_linear,Discrete metric,0.5308
20,5,1.0,mean_linear,Quadratic distance,0.3366
20,5,1.0,mean_linear,Manhattan distance,0.1326
20,5,1.0,mean_skewed,Discrete metric,0.5926
20,5,1.0,mean_skewed,Quadratic distance,0.32
20,5,1.0,mean_skewed,Manhattan distance,0.0874
20,5,3.0,coord_avg,Discrete metric,0.9562
20,5,3.0,coord_avg,Quadratic distance,0.0236
20,5,3.0,coord_avg,Manhattan distance,0.0202
20,5,3.0,coord_max,Discrete metric,0.092
20,5,3.0,coord_max,Quadratic distance,0.908
20,5,3.0,coord_max,Manhattan distance,0.0
20,5,3.0,mean_linear,Discrete metric,0.9344
20,5,3.0,mean_linear,Quadratic distance,0.049
20,5,3.0,mean_linear,Manhattan distance,0.0166
20,5,3.0,mean_skewed,Discrete metric,0.754
20,5,3.0,mean_skewed,Quadratic distance,0.2368
20,5,3.0,mean_skewed,Manhattan distance,0.0092
20,5,10.0,coord_avg,Discrete metric,1.0
20,5,10.0,coord_avg,Quadratic distance,0.0
20,5,10.0,coord_avg,Manhattan distance,0.0
20,5,10.0,coord_max,Discrete metric,0.4154
20,5,10.0,coord_max,Quadratic distance,0.5846
20,5,10.0,coord_max,Manhattan distance,0.0
20,5,10.0,mean_linear,Discrete metric,0.9998
20,5,10.0,mean_linear,Quadratic distance,0.0002
20,5,10.0,mean_linear,Manhattan distance,0.0
20,5,10.0,mean_skewed,Discrete metric,0.8766
20,5,10.0,mean_skewed,Quadratic distance,0.1234
20,5,10.0,mean_skewed,Manhattan distance,0.0
20,10,0.1,coord_avg,Discrete metric,0.0016
20,10,0.1,coord_avg,Quadratic distance,0.8794
20,10,0.1,coord_avg,Manhattan distance,0.119
20,10,0.1,coord_max,Discrete metric,0.0
20,10,0.1,coord_max,Quadratic distance,1.0
20,10,0.1,coord_max,Manhattan distance,0.0
20,10,0.1,mean_linear,Discrete metric,0.0022
20,10,0.1,mean_linear,Quadratic distance,0.9106
20,10,0.1,mean_linear,Manhattan distance,0.0872
20,10,0.1,mean_skewed,Discrete metric,0.113
20,10,0.1,mean_skewed,Quadratic distance,0.631
20,10,0.1,mean_skewed,Manhattan distance,0.256
20,10,0.3,coord_avg,Discrete metric,0.108
20,10,0.3,coord_avg,Quadratic distance,0.6008
20,10,0.3,coord_avg,Manhattan distance,0.2912
20,10,0.3,coord_max,Discrete metric,0.0
20,10,0.3,coord_max,Quadratic distance,1.0
20,10,0.3,coord_max,Manhattan distance,0.0
20,10,0.3,mean_linear,Discrete metric,0.0761
20,10,0.3,mean_linear,Quadratic distance,0.6839
20,10,0.3,mean_linear,Manhattan distance,0.24
20,10,0.3,mean_skewed,Discrete metric,0.2586
20,10,0.3,mean_skewed,Quadratic distance,0.3012
20,10,0.3,mean_skewed,Manhattan distance,0.4402
20,10,1.0,coord_avg,Discrete metric,0.8322
20,10,1.0,coord_avg,Quadratic distance,0.0552
20,10,1.0,coord_avg,Manhattan distance,0.1126
20,10,1.0,coord_max,Discrete metric,0.0054
20,10,1.0,coord_max,Quadratic distance,0.9946
20,10,1.0,coord_max,Manhattan distance,0.0
20,10,1.0,mean_linear,Discrete metric,0.6479
20,10,1.0,mean_linear,Quadratic distance,0.1433
20,10,1.0,mean_linear,Manhattan distance,0.2088
20,10,1.0,mean_skewed,Discrete metric,0.5506
20,10,1.0,mean_skewed,Quadratic distance,0.2074
20,10,1.0,mean_skewed,Manhattan distance,0.242
20,10,3.0,coord_avg,Discrete metric,0.9998
20,10,3.0,coord_avg,Quadratic distance,0.0
20,10,3.0,coord_avg,Manhattan distance,0.0002
20,10,3.0,coord_max,Discrete metric,0.1036
20,10,3.0,coord_max,Quadratic distance,0.8958
20,10,3.0,coord_max,Manhattan distance,0.0006
20,10,3.0,mean_linear,Discrete metric,0.9896
20,10,3.0,mean_linear,Quadratic distance,0.003
20,10,3.0,mean_linear,Manhattan distance,0.0074
20,10,3.0,mean_skewed,Discrete metric,0.7802
20,10,3.0,mean_skewed,Quadratic distance,0.142
20,10,3.0,mean_skewed,Manhattan distance,0.0778
20,10,10.0,coord_avg,Discrete metric,1.0
20,10,10.0,coord_avg,Quadratic distance,0.0
20,10,10.0,coord_avg,Manhattan distance,0.0
20,10,10.0,coord_max,Discrete metric,0.6588
20,10,10.0,coord_max,Quadratic distance,0.3306
20,10,10.0,coord_max,Manhattan distance,0.0106
20,10,10.0,mean_linear,Discrete metric,1.0
20,10,10.0,mean_linear,Quadratic distance,0.0
20,10,10.0,mean_linear,Manhattan distance,0.0
20,10,10.0,mean_skewed,Discrete metric,0.9348
20,10,10.0,mean_skewed,Quadratic distance,0.0312
20,10,10.0,mean_skewed,Manhattan distance,0.034
50,2,0.1,coord_avg,Discrete metric,0.2752
50,2,0.1,coord_avg,Quadratic distance,0.637
50,2,0.1,coord_avg,Manhattan distance,0.0878
50,2,0.1,coord_max,Discrete metric,0.2752
50,2,0.1,coord_max,Quadratic distance,0.637
50,2,0.1,coord_max,Manhattan distance,0.0878
50,2,0.1,mean_linear,Discrete metric,0.2752
50,2,0.1,mean_linear,Quadratic distance,0.637
50,2,0.1,mean_linear,Manhattan distance,0.0878
50,2,0.1,mean_skewed,Discrete metric,0.2752
50,2,0.1,mean_skewed,Quadratic distance,0.637
50,2,0.1,mean_skewed,Manhattan distance,0.0878
50,2,0.3,coord_avg,Discrete metric,0.5968
50,2,0.3,coord_avg,Quadratic distance,0.2772
50,2,0.3,coord_avg,Manhattan distance,0.126
50,2,0.3,coord_max,Discrete metric,0.5968
50,2,0.3,coord_max,Quadratic distance,0.2772
50,2,0.3,coord_max,Manhattan distance,0.126
50,2,0.3,mean_linear,Discrete metric,0.5968
50,2,0.3,mean_linear,Quadratic distance,0.2772
50,2,0.3,mean_linear,Manhattan distance,0.126
50,2,0.3,mean_skewed,Discrete metric,0.5968
50,2,0.3,mean_skewed,Quadratic distance,0.2772
50,2,0.3,mean_skewed,Manhattan distance,0.126
50,2,1.0,coord_avg,Discrete metric,0.9282
50,2,1.0,coord_avg,Quadratic distance,0.0198
50,2,1.0,coord_avg,Manhattan distance,0.052
50,2,1.0,coord_max,Discrete metric,0.9282
50,2,1.0,coord_max,Quadratic distance,0.0198
50,2,1.0,coord_max,Manhattan distance,0.052
50,2,1.0,mean_linear,Discrete metric,0.9282
50,2,1.0,mean_linear,Quadratic distance,0.0198
50,2,1.0,mean_linear,Manhattan distance,0.052
50,2,1.0,mean_skewed,Discrete metric,0.9282
50,2,1.0,mean_skewed,Quadratic distance,0.0198
50,2,1.0,mean_skewed,Manhattan distance,0.052
50,2,3.0,coord_avg,Discrete metric,0.9994
50,2,3.0,coord_avg,Quadratic distance,0.0
50,2,3.0,coord_avg,Manhattan distance,0.0006
50,2,3.0,coord_max,Discrete metric,0.9994
50,2,3.0,coord_max,Quadratic distance,0.0
50,2,3.0,coord_max,Manhattan distance,0.0006
50,2,3.0,mean_linear,Discrete metric,0.9994
50,2,3.0,mean_linear,Quadratic distance,0.0
50,2,3.0,mean_linear,Manhattan distance,0.0006
50,2,3.0,mean_skewed,Discrete metric,0.9994
50,2,3.0,mean_skewed,Quadratic distance,0.0
50,2,3.0,mean_skewed,Manhattan distance,0.0006
50,2,10.0,coord_avg,Discrete metric,1.0
50,2,10.0,coord_avg,Quadratic distance,0.0
50,2,10.0,coord_avg,Manhattan distance,0.0
50,2,10.0,coord_max,Discrete metric,1.0
50,2,10.0,coord_max,Quadratic distance,0.0
50,2,10.0,coord_max,Manhattan distance,0.0
50,2,10.0,mean_linear,Discrete metric,1.0
50,2,10.0,mean_linear,Quadratic distance,0.0
50,2,10.0,mean_linear,Manhattan distance,0.0
50,2,10.0,mean_skewed,Discrete metric,1.0
50,2,10.0,mean_skewed,Quadratic distance,0.0
50,2,10.0,mean_skewed,Manhattan distance,0.0
50,3,0.1,coord_avg,Discrete metric,0.0994
50,3,0.1,coord_avg,Quadratic distance,0.8574
50,3,0.1,coord_avg,Manhattan distance,0.0432
50,3,0.1,coord_max,Discrete metric,0.0
50,3,0.1,coord_max,Quadratic distance,0.9602
50,3,0.1,coord_max,Manhattan distance,0.0398
50,3,0.1,mean_linear,Discrete metric,0.0186
50,3,0.1,mean_linear,Quadratic distance,0.789
50,3,0.1,mean_linear,Manhattan distance,0.1924
50,3,0.1,mean_skewed,Discrete metric,0.166
50,3,0.1,mean_skewed,Quadratic distance,0.8052
50,3,0.1,mean_skewed,Manhattan distance,0.0288
50,3,0.3,coord_avg,Discrete metric,0.4312
50,3,0.3,coord_avg,Quadratic distance,0.5092
50,3,0.3,coord_avg,Manhattan distance,0.0596
50,3,0.3,coord_max,Discrete metric,0.0034
50,3,0.3,coord_max,Quadratic distance,0.9442
50,3,0.3,coord_max,Manhattan distance,0.0524
50,3,0.3,mean_linear,Discrete metric,0.0588
50,3,0.3,mean_linear,Quadratic distance,0.7184
50,3,0.3,mean_linear,Manhattan distance,0.2228
50,3,0.3,mean_skewed,Discrete metric,0.3664
50,3,0.3,mean_skewed,Quadratic distance,0.596
50,3,0.3,mean_skewed,Manhattan distance,0.0376
50,3,1.0,coord_avg,Discrete metric,0.918
50,3,1.0,coord_avg,Quadratic distance,0.0608
50,3,1.0,coord_avg,Manhattan distance,0.0212
50,3,1.0,coord_max,Discrete metric,0.0092
50,3,1.0,coord_max,Quadratic distance,0.967
50,3,1.0,coord_max,Manhattan distance,0.0238
50,3,1.0,mean_linear,Discrete metric,0.1098
50,3,1.0,mean_linear,Quadratic distance,0.7838
50,3,1.0,mean_linear,Manhattan distance,0.1064
50,3,1.0,mean_skewed,Discrete metric,0.5674
50,3,1.0,mean_skewed,Quadratic distance,0.4174
50,3,1.0,mean_skewed,Manhattan distance,0.0152
50,3,3.0,coord_avg,Discrete metric,0.9996
50,3,3.0,coord_avg,Quadratic distance,0.0004
50,3,3.0,coord_avg,Manhattan distance,0.0
50,3,3.0,coord_max,Discrete metric,0.0384
50,3,3.0,coord_max,Quadratic distance,0.945
50,3,3.0,coord_max,Manhattan distance,0.0166
50,3,3.0,mean_linear,Discrete metric,0.1802
50,3,3.0,mean_linear,Quadratic distance,0.7544
50,3,3.0,mean_linear,Manhattan distance,0.0654
50,3,3.0,mean_skewed,Discrete metric,0.631
50,3,3.0,mean_skewed,Quadratic distance,0.364
50,3,3.0,mean_skewed,Manhattan distance,0.005
50,3,10.0,coord_avg,Discrete metric,1.0
50,3,10.0,coord_avg,Quadratic distance,0.0
50,3,10.0,coord_avg,Manhattan distance,0.0
50,3,10.0,coord_max,Discrete metric,0.1234
50,3,10.0,coord_max,Quadratic distance,0.8228
50,3,10.0,coord_max,Manhattan distance,0.0538
50,3,10.0,mean_linear,Discrete metric,0.3084
50,3,10.0,mean_linear,Quadratic distance,0.6246
50,3,10.0,mean_linear,Manhattan distance,0.067
50,3,10.0,mean_skewed,Discrete metric,0.6762
50,3,10.0,mean_skewed,Quadratic distance,0.304
50,3,10.0,mean_skewed,Manhattan distance,0.0198
50,5,0.1,coord_avg,Discrete metric,0.0074
50,5,0.1,coord_avg,Quadratic distance,0.9156
50,5,0.1,coord_avg,Manhattan distance,0.077
50,5,0.1,coord_max,Discrete metric,0.0
50,5,0.1,coord_max,Quadratic distance,0.9764
50,5,0.1,coord_max,Manhattan distance,0.0236
50,5,0.1,mean_linear,Discrete metric,0.0038
50,5,0.1,mean_linear,Quadratic distance,0.9304
50,5,0.1,mean_linear,Manhattan distance,0.0658
50,5,0.1,mean_skewed,Discrete metric,0.1674
50,5,0.1,mean_skewed,Quadratic distance,0.7306
50,5,0.1,mean_skewed,Manhattan distance,0.102
50,5,0.3,coord_avg,Discrete metric,0.146
50,5,0.3,coord_avg,Quadratic distance,0.7206
50,5,0.3,coord_avg,Manhattan distance,0.1334
50,5,0.3,coord_max,Discrete metric,0.0
50,5,0.3,coord_max,Quadratic distance,0.9966
50,5,0.3,coord_max,Manhattan distance,0.0034
50,5,0.3,mean_linear,Discrete metric,0.0612
50,5,0.3,mean_linear,Quadratic distance,0.8034
50,5,0.3,mean_linear,Manhattan distance,0.1354
50,5,0.3,mean_skewed,Discrete metric,0.3706
50,5,0.3,mean_skewed,Quadratic distance,0.4458
50,5,0.3,mean_skewed,Manhattan distance,0.1836
50,5,1.0,coord_avg,Discrete metric,0.7688
50,5,1.0,coord_avg,Quadratic distance,0.174
50,5,1.0,coord_avg,Manhattan distance,0.0572
50,5,1.0,coord_max,Discrete metric,0.0006
50,5,1.0,coord_max,Quadratic distance,0.9994
50,5,1.0,coord_max,Manhattan distance,0.0
50,5,1.0,mean_linear,Discrete metric,0.3026
50,5,1.0,mean_linear,Quadratic distance,0.5884
50,5,1.0,mean_linear,Manhattan distance,0.109
50,5,1.0,mean_skewed,Discrete metric,0.5892
50,5,1.0,mean_skewed,Quadratic distance,0.361
50,5,1.0,mean_skewed,Manhattan distance,0.0498
50,5,3.0,coord_avg,Discrete metric,0.9954
50,5,3.0,coord_avg,Quadratic distance,0.0022
50,5,3.0,coord_avg,Manhattan distance,0.0024
50,5,3.0,coord_max,Discrete metric,0.0042
50,5,3.0,coord_max,Quadratic distance,0.9958
50,5,3.0,coord_max,Manhattan distance,0.0
50,5,3.0,mean_linear,Discrete metric,0.5786
50,5,3.0,mean_linear,Quadratic distance,0.3996
50,5,3.0,mean_linear,Manhattan distance,0.0218
50,5,3.0,mean_skewed,Discrete metric,0.6506
50,5,3.0,mean_skewed,Quadratic distance,0.349
50,5,3.0,mean_skewed,Manhattan distance,0.0004
50,5,10.0,coord_avg,Discrete metric,1.0
50,5,10.0,coord_avg,Quadratic distance,0.0
50,5,10.0,coord_avg,Manhattan distance,0.0
50,5,10.0,coord_max,Discrete metric,0.047
50,5,10.0,coord_max,Quadratic distance,0.953
50,5,10.0,coord_max,Manhattan distance,0.0
50,5,10.0,mean_linear,Discrete metric,0.8616
50,5,10.0,mean_linear,Quadratic distance,0.1372
50,5,10.0,mean_linear,Manhattan distance,0.0012
50,5,10.0,mean_skewed,Discrete metric,0.7088
50,5,10.0,mean_skewed,Quadratic distance,0.2912
50,5,10.0,mean_skewed,Manhattan distance,0.0
50,10,0.1,coord_avg,Discrete metric,0.0
50,10,0.1,coord_avg,Quadratic distance,0.9394
50,10,0.1,coord_avg,Manhattan distance,0.0606
50,10,0.1,coord_max,Discrete metric,0.0
50,10,0.1,coord_max,Quadratic distance,1.0
50,10,0.1,coord_max,Manhattan distance,0.0
50,10,0.1,mean_linear,Discrete metric,0.0
50,10,0.1,mean_linear,Quadratic distance,0.9546
50,10,0.1,mean_linear,Manhattan distance,0.0454
50,10,0.1,mean_skewed,Discrete metric,0.1452
50,10,0.1,mean_skewed,Quadratic distance,0.4216
50,10,0.1,mean_skewed,Manhattan distance,0.4332
50,10,0.3,coord_avg,Discrete metric,0.0358
50,10,0.3,coord_avg,Quadratic distance,0.7276
50,10,0.3,coord_avg,Manhattan distance,0.2366
50,10,0.3,coord_max,Discrete metric,0.0
50,10,0.3,coord_max,Quadratic distance,1.0
50,10,0.3,coord_max,Manhattan distance,0.0
50,10,0.3,mean_linear,Discrete metric,0.0338
50,10,0.3,mean_linear,Quadratic distance,0.7844
50,10,0.3,mean_linear,Manhattan distance,0.1818
50,10,0.3,mean_skewed,Discrete metric,0.3358
50,10,0.3,mean_skewed,Quadratic distance,0.2804
50,10,0.3,mean_skewed,Manhattan distance,0.3838
50,10,1.0,coord_avg,Discrete metric,0.7018
50,10,1.0,coord_avg,Quadratic distance,0.1614
50,10,1.0,coord_avg,Manhattan distance,0.1368
50,10,1.0,coord_max,Discrete metric,0.0
50,10,1.0,coord_max,Quadratic distance,1.0
50,10,1.0,coord_max,Manhattan distance,0.0
50,10,1.0,mean_linear,Discrete metric,0.5464
50,10,1.0,mean_linear,Quadratic distance,0.2386
50,10,1.0,mean_linear,Manhattan distance,0.215
50,10,1.0,mean_skewed,Discrete metric,0.5876
50,10,1.0,mean_skewed,Quadratic distance,0.3094
50,10,1.0,mean_skewed,Manhattan distance,0.103
50,10,3.0,coord_avg,Discrete metric,0.9992
50,10,3.0,coord_avg,Quadratic distance,0.0
50,10,3.0,coord_avg,Manhattan distance,0.0008
50,10,3.0,coord_max,Discrete metric,0.001
50,10,3.0,coord_max,Quadratic distance,0.999
50,10,3.0,coord_max,Manhattan distance,0.0
50,10,3.0,mean_linear,Discrete metric,0.9782
50,10,3.0,mean_linear,Quadratic distance,0.0102
50,10,3.0,mean_linear,Manhattan distance,0.0116
50,10,3.0,mean_skewed,Discrete metric,0.7198
50,10,3.0,mean_skewed,Quadratic distance,0.2734
50,10,3.0,mean_skewed,Manhattan distance,0.0068
50,10,10.0,coord_avg,Discrete metric,1.0
50,10,10.0,coord_avg,Quadratic distance,0.0
50,10,10.0,coord_avg,Manhattan distance,0.0
50,10,10.0,coord_max,Discrete metric,0.0448
50,10,10.0,coord_max,Quadratic distance,0.9552
50,10,10.0,coord_max,Manhattan distance,0.0
50,10,10.0,mean_linear,Discrete metric,1.0
50,10,10.0,mean_linear,Quadratic distance,0.0
50,10,10.0,mean_linear,Manhattan distance,0.0
50,10,10.0,mean_skewed,Discrete metric,0.8298
50,10,10.0,mean_skewed,Quadratic distance,0.1644
50,10,10.0,mean_skewed,Manhattan distance,0.0058
